id,region,municipio,age_group,gender,income
64383,Norte,7,18-29,M,17381.14
64384,Sur,12,50+,M,26211.75
64385,Sur,19,50+,M,22224.09
64386,Sur,13,18-29,M,15427.12
64387,Sur,12,50+,F,18325.57
64388,Sur,14,18-29,F,12028.98
64389,Sur,14,30-49,F,24953.5
64390,Norte,3,50+,F,24813.35
64391,Sur,17,50+,M,20398.97
64392,Norte,3,18-29,M,24815.49
64393,Sur,19,50+,M,20626.08
64394,Norte,2,18-29,F,21709.83
64395,Sur,15,30-49,F,17754.89
64396,Norte,8,30-49,F,27111.95
64397,Sur,13,50+,F,17710.5
64398,Sur,17,18-29,M,13056.46
64399,Sur,18,30-49,F,22605.27
64400,Norte,7,30-49,M,29410.88
64401,Norte,2,30-49,F,35433.04
64402,Sur,18,18-29,M,17539.18
64403,Norte,6,50+,F,23024.19
64404,Norte,1,30-49,F,19479.08
64405,Sur,9,18-29,F,15165.8
64406,Norte,8,18-29,M,25115.96
64407,Norte,2,30-49,M,28293.58
64408,Sur,11,50+,M,22633.19
64409,Norte,6,18-29,M,25309.48
64410,Norte,7,50+,M,28617.06
64411,Sur,20,50+,F,20647.31
64412,Norte,8,50+,M,27601.79
64413,Norte,2,30-49,M,22046.95
64414,Sur,16,50+,M,21332.13
64415,Sur,14,50+,M,19160.87
64416,Norte,3,18-29,M,23667.65
64417,Sur,10,30-49,M,19562.08
64418,Sur,15,50+,M,17557.32
64419,Sur,12,50+,M,27129.38
64420,Sur,10,50+,F,27066.01
64421,Norte,1,30-49,M,31034.9
64422,Sur,16,30-49,M,23594.75
64423,Norte,2,30-49,F,27695.08
64424,Sur,11,30-49,F,17454.04
64425,Sur,13,30-49,M,23172.33
64426,Sur,17,50+,F,18220.23
64427,Sur,16,50+,F,16806.8
64428,Norte,4,18-29,F,15548.51
64429,Norte,4,50+,F,25537.26
64430,Sur,11,30-49,M,23341.09
64431,Norte,5,30-49,M,29364.25
64432,Norte,5,30-49,F,23349.7
64433,Sur,9,30-49,M,25286.45
64434,Sur,17,50+,F,25882.98
64435,Norte,2,18-29,M,21823.09
64436,Sur,9,50+,F,25618.68
64437,Norte,3,30-49,M,27948.08
64438,Sur,11,30-49,F,12935.72
64439,Norte,5,30-49,M,30067.84
64440,Sur,17,18-29,F,13885.68
64441,Norte,1,30-49,F,33586.79
64442,Sur,11,30-49,M,16856.19
64443,Sur,12,18-29,F,17693.46
64444,Sur,18,50+,F,20142.84
64445,Sur,14,50+,M,21814.74
64446,Norte,3,18-29,F,22985.03
64447,Sur,18,30-49,F,24344.69
64448,Sur,15,50+,F,17505.11
64449,Norte,4,30-49,F,26472.88
64450,Sur,11,18-29,F,19008.78
64451,Norte,7,30-49,M,29876.53
64452,Sur,16,50+,M,19698.83
64453,Sur,14,30-49,F,22429.23
64454,Norte,2,18-29,F,16771.17
64455,Sur,13,50+,M,26071.25
64456,Norte,5,50+,M,26310.64
64457,Norte,6,30-49,M,29897.64
64458,Sur,16,50+,F,19487.43
64459,Norte,3,30-49,M,24209.23
64460,Sur,14,18-29,F,13466.24
64461,Sur,13,18-29,M,18025.23
64462,Norte,1,50+,M,33666.37
64463,Norte,5,18-29,F,22768.56
64464,Norte,3,50+,F,22751.89
64465,Sur,20,30-49,M,21989.33
64466,Sur,11,50+,F,19216.64
64467,Sur,19,30-49,M,24403.03
64468,Sur,10,18-29,F,16920.89
64469,Norte,3,30-49,M,27732.43
64470,Sur,13,18-29,F,17685.79
64471,Sur,16,30-49,M,20993.99
64472,Sur,18,30-49,F,24907.82
64473,Norte,8,50+,M,26091.8
64474,Sur,9,18-29,M,12265.59
64475,Sur,10,50+,F,17978.13
64476,Norte,4,30-49,M,24058.8
64477,Sur,9,30-49,M,21203.44
64478,Sur,14,18-29,M,10565.78
64479,Sur,14,18-29,M,15606.41
64480,Sur,15,50+,M,18564.57
64481,Norte,4,50+,M,24588.62
64482,Sur,18,18-29,M,20986.28
64483,Norte,1,30-49,F,26806.22
64484,Norte,8,50+,M,28960.25
64485,Sur,9,18-29,M,12221.49
64486,Norte,2,18-29,F,19519.86
64487,Sur,13,30-49,F,24943.17
64488,Norte,5,30-49,M,21251.86
64489,Sur,18,18-29,F,16432.49
64490,Norte,3,18-29,F,16124.07
64491,Sur,10,50+,M,20579.62
64492,Norte,2,50+,M,24809.34
64493,Sur,11,50+,F,26950.92
64494,Norte,8,50+,F,26364.36
64495,Sur,11,18-29,F,13395.04
64496,Norte,1,50+,F,27392.55
64497,Sur,10,30-49,M,21735.63
64498,Sur,10,50+,F,22590.15
64499,Sur,17,30-49,F,27046.44
64500,Sur,12,30-49,M,28138.61
64501,Sur,19,30-49,F,29700.86
64502,Sur,16,18-29,M,17322.65
64503,Norte,5,18-29,F,24479.93
64504,Sur,19,50+,M,25501.34
64505,Norte,8,30-49,M,23628.03
64506,Sur,17,30-49,M,20524.89
64507,Sur,10,50+,M,24773.46
64508,Norte,2,30-49,M,23609.27
64509,Sur,18,50+,M,24754.58
64510,Sur,16,18-29,M,17011.78
64511,Sur,14,30-49,F,22918.75
64512,Sur,20,30-49,M,23423.57
64513,Sur,17,30-49,M,25813.83
64514,Sur,18,50+,F,14033.63
64515,Norte,5,50+,F,28294.02
64516,Sur,10,50+,F,15232.31
64517,Sur,13,30-49,M,26692.98
64518,Norte,3,18-29,F,22118.74
64519,Sur,9,30-49,M,24754.68
64520,Norte,3,30-49,M,24515.08
64521,Sur,20,30-49,M,28638.35
64522,Sur,20,50+,M,20459.07
64523,Sur,9,50+,F,23422.52
64524,Sur,15,30-49,M,20743.42
64525,Norte,4,18-29,F,23812.03
64526,Sur,9,30-49,F,21725.14
64527,Sur,12,30-49,F,21409.88
64528,Norte,6,30-49,M,30570.01
64529,Norte,3,18-29,F,13178.87
64530,Sur,12,50+,M,18491.07
64531,Sur,20,30-49,F,17610.78
64532,Sur,12,30-49,F,16364.21
64533,Norte,2,30-49,F,26229.73
64534,Sur,15,30-49,F,23677.05
64535,Sur,19,50+,M,17247.33
64536,Sur,10,30-49,F,19291.43
64537,Norte,3,50+,M,26023.64
64538,Norte,7,50+,F,19986.4
64539,Sur,13,50+,F,14661.21
64540,Sur,11,18-29,M,8432.37
64541,Norte,2,18-29,F,19066.65
64542,Sur,11,18-29,M,16492.15
64543,Sur,10,30-49,F,25263.02
64544,Norte,6,18-29,F,20329.23
64545,Norte,4,50+,M,27360.01
64546,Sur,18,18-29,M,16346.51
64547,Sur,18,30-49,F,26118.1
64548,Sur,13,50+,M,30161.52
64549,Sur,10,18-29,F,15715.46
64550,Sur,11,50+,M,16403.86
64551,Sur,14,30-49,M,21546.3
64552,Sur,10,30-49,F,22460.06
64553,Sur,11,50+,F,11468.54
64554,Sur,11,30-49,F,24252.39
64555,Sur,13,50+,F,18375.53
64556,Norte,5,18-29,M,21168.87
64557,Norte,6,50+,F,23261.61
64558,Sur,15,18-29,M,16372.08
64559,Sur,20,30-49,F,27451.84
64560,Sur,17,30-49,M,18498.95
64561,Sur,11,18-29,F,10809.65
64562,Sur,14,18-29,M,19415.75
64563,Sur,15,18-29,M,16538.71
64564,Norte,8,30-49,M,28869.7
64565,Sur,12,18-29,F,16522.05
64566,Sur,11,18-29,M,11604.95
64567,Norte,2,50+,F,30930.07
64568,Sur,17,50+,F,20295.45
64569,Norte,3,18-29,F,13610.47
64570,Norte,2,30-49,M,27998.46
64571,Norte,3,30-49,M,23032.81
64572,Norte,7,50+,F,20202.57
64573,Sur,15,18-29,M,21991.77
64574,Sur,17,30-49,M,26101.59
64575,Sur,16,18-29,M,10676.43
64576,Sur,14,30-49,F,22022.92
64577,Sur,13,18-29,M,20054.35
64578,Sur,17,18-29,F,20681.59
64579,Norte,6,30-49,M,33986.74
64580,Norte,7,50+,F,30003.93
64581,Norte,4,30-49,M,23834.42
64582,Sur,15,18-29,M,20813.45
64583,Sur,12,18-29,M,21816.28
64584,Norte,3,30-49,F,29635.91
64585,Norte,2,18-29,M,21242.26
64586,Sur,18,50+,M,19724.62
64587,Sur,17,30-49,M,30978.85
64588,Norte,6,50+,M,29531.99
64589,Sur,17,18-29,F,10279.41
64590,Sur,10,18-29,M,17488.65
64591,Norte,6,30-49,F,24245.77
64592,Norte,4,30-49,F,26220.53
64593,Sur,10,18-29,F,14257.61
64594,Sur,18,30-49,F,22536.83
64595,Sur,11,30-49,M,21723.64
64596,Sur,9,18-29,M,19300.82
64597,Norte,6,30-49,F,38250.22
64598,Sur,19,30-49,M,33923.15
64599,Sur,17,18-29,F,13023.32
64600,Norte,2,30-49,F,30564.64
64601,Norte,1,18-29,M,17741.9
64602,Sur,12,50+,M,17812.3
64603,Sur,11,50+,M,26357.59
64604,Sur,9,30-49,F,22649.61
64605,Norte,1,30-49,F,29996.64
64606,Sur,10,30-49,F,21752.5
64607,Norte,4,50+,M,32431.26
64608,Sur,20,30-49,F,29226.5
64609,Norte,2,18-29,F,19948.54
64610,Sur,15,50+,F,19898.03
64611,Norte,8,50+,M,16741.86
64612,Sur,15,30-49,F,16239.92
64613,Norte,5,30-49,F,27538.47
64614,Sur,10,18-29,M,18178.31
64615,Sur,11,30-49,F,24165.75
64616,Sur,14,30-49,F,21759.18
64617,Sur,12,30-49,M,20463.95
64618,Norte,1,50+,M,23403.02
64619,Sur,9,50+,F,24666.33
64620,Sur,9,18-29,M,16282.28
64621,Sur,11,30-49,F,21555.11
64622,Sur,19,30-49,M,22541.06
64623,Norte,3,50+,F,18170.4
64624,Sur,11,18-29,F,15407.44
64625,Sur,12,30-49,M,22938.75
64626,Sur,13,30-49,F,24753.08
64627,Sur,12,30-49,F,21164.74
64628,Sur,20,50+,M,21999.75
64629,Sur,19,18-29,F,10449.55
64630,Sur,19,30-49,F,26660.76
64631,Sur,9,30-49,M,23319.66
64632,Sur,14,30-49,M,18832.82
64633,Norte,3,18-29,M,15632.43
64634,Norte,4,30-49,M,23512.5
64635,Sur,20,30-49,F,15210.51
64636,Sur,15,50+,F,25883.5
64637,Norte,6,30-49,M,24835.57
64638,Sur,10,50+,M,15695.07
64639,Sur,15,30-49,F,21762.97
64640,Norte,8,30-49,M,31561.25
64641,Norte,6,50+,M,27544.51
64642,Norte,5,18-29,M,23249.54
64643,Sur,20,50+,M,18065.28
64644,Sur,13,18-29,F,16791.35
64645,Norte,3,30-49,M,25283.87
64646,Sur,16,50+,F,21413.75
64647,Sur,11,50+,F,25932.78
64648,Sur,14,30-49,F,20577.27
64649,Sur,17,30-49,F,22030.03
64650,Norte,5,50+,M,31485.51
64651,Sur,14,18-29,F,11600.89
64652,Sur,19,18-29,F,11667.6
64653,Sur,19,30-49,M,24023.42
64654,Norte,1,18-29,M,24570.63
64655,Norte,3,30-49,F,19084.99
64656,Sur,19,50+,F,17805.06
64657,Norte,1,18-29,F,20922.9
64658,Sur,18,30-49,M,19430.68
64659,Norte,6,30-49,F,29799.08
64660,Sur,9,18-29,M,20788.09
64661,Norte,5,50+,F,27746.03
64662,Sur,17,30-49,M,21996.57
64663,Norte,6,30-49,F,30761.56
64664,Norte,4,18-29,F,21784.96
64665,Sur,16,18-29,M,9264.24
64666,Norte,1,18-29,M,19786.11
64667,Norte,7,50+,M,28697.43
64668,Norte,3,30-49,M,23461.35
64669,Norte,4,50+,F,30762.41
64670,Sur,10,18-29,M,17829.76
64671,Sur,13,30-49,M,19833.39
64672,Sur,17,18-29,F,13745.36
64673,Norte,4,18-29,M,13535.66
64674,Norte,3,18-29,M,15063.32
64675,Sur,9,30-49,F,24668.26
64676,Norte,6,50+,M,32830.31
64677,Sur,9,18-29,M,18363.48
64678,Norte,1,30-49,F,31516.53
64679,Sur,13,30-49,M,22409.61
64680,Sur,12,30-49,F,21170.51
64681,Sur,10,30-49,F,26016.84
64682,Sur,9,18-29,F,19757.83
64683,Sur,12,30-49,F,25807.23
64684,Norte,1,50+,M,31463.45
64685,Sur,11,50+,M,20865.82
64686,Sur,20,18-29,F,16626.27
64687,Sur,14,18-29,M,13223.31
64688,Sur,19,18-29,M,15195.23
64689,Sur,14,50+,M,25034.94
64690,Sur,11,50+,F,28117.02
64691,Sur,12,50+,M,19176.1
64692,Norte,2,18-29,M,19455.89
64693,Sur,17,50+,F,15180.63
64694,Norte,6,30-49,M,23768.29
64695,Sur,9,30-49,M,19370.39
64696,Norte,7,30-49,M,27581.91
64697,Sur,13,50+,M,17516.49
64698,Sur,11,50+,M,17620.56
64699,Sur,9,50+,F,17397.45
64700,Norte,8,50+,F,20389.34
64701,Sur,11,18-29,F,21581.6
64702,Sur,14,30-49,F,20925.74
64703,Sur,12,30-49,F,20124.69
64704,Sur,18,30-49,F,22120.45
64705,Norte,7,30-49,M,31515.3
64706,Sur,10,30-49,F,19673.61
64707,Sur,10,30-49,F,23742.5
64708,Norte,4,50+,F,22673.22
64709,Sur,14,30-49,F,25083.11
64710,Sur,15,30-49,M,21955.53
64711,Norte,8,30-49,M,22398.44
64712,Sur,16,18-29,M,10260.21
64713,Norte,5,50+,F,24803.31
64714,Sur,11,18-29,M,10013.56
64715,Sur,17,50+,M,25877.16
64716,Norte,3,18-29,F,20348.41
64717,Sur,15,30-49,F,23065.92
64718,Sur,13,50+,M,21870.62
64719,Sur,16,18-29,M,10554.03
64720,Sur,11,50+,M,24625.81
64721,Norte,6,18-29,M,23562.75
64722,Norte,6,50+,F,27624.52
64723,Sur,20,18-29,F,14202.02
64724,Norte,7,30-49,F,35353.74
64725,Norte,1,30-49,F,24344.44
64726,Norte,6,50+,F,23623.1
64727,Norte,3,30-49,F,23982.55
64728,Norte,7,30-49,M,31143.04
64729,Norte,3,18-29,M,19305.19
64730,Norte,7,30-49,F,23372.75
64731,Norte,4,30-49,M,25458.82
64732,Norte,5,18-29,M,17832.89
64733,Norte,5,50+,M,37438.76
64734,Sur,17,30-49,F,17532.53
64735,Sur,20,18-29,F,17129.88
64736,Sur,13,18-29,M,12146.08
64737,Sur,11,50+,M,26137.06
64738,Sur,10,30-49,F,24194.62
64739,Sur,20,50+,F,21263.6
64740,Sur,13,50+,F,22786.08
64741,Sur,10,18-29,F,17165.57
64742,Norte,1,50+,M,27196.84
64743,Sur,9,30-49,M,21053.18
64744,Sur,14,18-29,F,19396.66
64745,Sur,10,18-29,M,19727.55
64746,Sur,9,50+,M,20158.84
64747,Sur,11,50+,F,25590.09
64748,Norte,6,30-49,M,30613.18
64749,Sur,10,30-49,M,23118.73
64750,Sur,13,30-49,M,28596.31
64751,Sur,14,30-49,F,22391.72
64752,Norte,3,30-49,M,28760.79
64753,Sur,11,30-49,F,21420.19
64754,Sur,20,18-29,M,12288.17
64755,Sur,10,30-49,M,25356.46
64756,Norte,6,50+,F,29407.99
64757,Sur,16,30-49,F,27893.61
64758,Sur,18,18-29,M,8288.4
64759,Sur,19,50+,F,22396.18
64760,Sur,12,50+,F,22592.45
64761,Norte,6,18-29,M,14183.81
64762,Sur,13,50+,F,21331.61
64763,Sur,18,18-29,M,19444.61
64764,Sur,17,30-49,M,29440.21
64765,Norte,1,18-29,M,15552.61
64766,Sur,13,30-49,F,28375.47
64767,Norte,1,30-49,F,25378.27
64768,Sur,17,18-29,F,23653.09
64769,Norte,1,30-49,F,25217.5
64770,Norte,3,18-29,M,21221.99
64771,Sur,12,30-49,M,24333.04
64772,Sur,10,50+,F,24321.28
64773,Norte,1,18-29,M,17738.78
64774,Sur,12,18-29,F,15210.08
64775,Sur,20,30-49,F,22701.58
64776,Norte,4,30-49,M,35870.27
64777,Sur,12,30-49,M,13994.15
64778,Norte,8,50+,F,25917.08
64779,Sur,14,30-49,F,23126.29
64780,Norte,8,30-49,F,31076.17
64781,Sur,12,18-29,F,15650.39
64782,Sur,11,50+,M,17354.76
64783,Sur,13,18-29,M,22242.41
64784,Sur,11,18-29,F,8947.15
64785,Norte,6,30-49,M,29676.99
64786,Sur,20,50+,F,23512.83
64787,Norte,2,30-49,F,31646.63
64788,Sur,14,30-49,M,20429.77
64789,Norte,3,50+,F,27325.47
64790,Sur,9,30-49,M,18934.58
64791,Sur,16,30-49,M,15313.25
64792,Norte,3,18-29,M,18937.35
64793,Sur,14,18-29,M,9844.76
64794,Sur,17,50+,M,18839.58
64795,Norte,7,18-29,M,23058.79
64796,Norte,4,30-49,M,29683.68
64797,Norte,2,30-49,M,26664.79
64798,Sur,12,30-49,M,25982.49
64799,Norte,2,18-29,F,30054.57
64800,Norte,5,50+,F,28532.28
64801,Sur,15,18-29,M,22094.27
64802,Norte,7,50+,M,24226.25
64803,Sur,13,18-29,F,16150.95
64804,Sur,16,18-29,F,19375.52
64805,Sur,11,30-49,F,17063.22
64806,Norte,4,30-49,M,29966.34
64807,Sur,17,30-49,F,18144.79
64808,Norte,1,18-29,F,22893.56
64809,Norte,2,18-29,M,22013.76
64810,Sur,18,50+,F,16202.03
64811,Sur,17,30-49,F,15709.27
64812,Sur,9,18-29,M,14689.89
64813,Norte,2,30-49,M,27346.58
64814,Norte,3,18-29,M,26803.52
64815,Sur,19,30-49,M,26609.03
64816,Sur,10,50+,F,18774.59
64817,Norte,7,30-49,F,33678.55
64818,Norte,3,30-49,F,27186.69
64819,Norte,8,30-49,M,30052.22
64820,Norte,4,50+,M,19960.3
64821,Norte,1,30-49,M,24820.15
64822,Norte,8,50+,M,28026.19
64823,Sur,19,18-29,M,11545.24
64824,Norte,5,50+,F,28805.0
64825,Sur,14,50+,M,19120.5
64826,Norte,7,18-29,F,26467.36
64827,Sur,18,50+,M,17443.39
64828,Norte,5,30-49,M,28290.94
64829,Norte,6,18-29,M,18628.44
64830,Sur,10,50+,F,22742.89
64831,Sur,11,18-29,M,14106.03
64832,Sur,17,50+,F,20284.83
64833,Norte,8,18-29,F,20557.79
64834,Sur,15,50+,F,23662.22
64835,Sur,10,18-29,M,9137.94
64836,Sur,14,30-49,F,20626.64
64837,Sur,19,50+,F,16261.79
64838,Sur,10,50+,M,21614.53
64839,Sur,15,30-49,M,23746.96
64840,Sur,9,50+,F,23934.53
64841,Sur,17,30-49,M,22751.53
64842,Sur,16,18-29,F,10794.34
64843,Sur,12,18-29,F,9654.85
64844,Sur,18,50+,F,22534.4
64845,Norte,4,18-29,F,20658.26
64846,Sur,17,18-29,F,17586.39
64847,Sur,17,30-49,M,14536.69
64848,Sur,18,18-29,F,15482.41
64849,Sur,9,50+,F,15519.53
64850,Sur,10,18-29,F,16687.1
64851,Sur,11,18-29,M,11126.88
64852,Sur,16,18-29,F,17667.67
64853,Norte,8,18-29,F,16430.53
64854,Norte,4,50+,M,23190.94
64855,Sur,10,18-29,M,9020.75
64856,Sur,12,50+,F,19354.38
64857,Sur,13,18-29,F,10572.03
64858,Sur,14,18-29,M,17532.56
64859,Sur,17,18-29,F,24465.16
64860,Sur,14,18-29,F,11266.18
64861,Sur,15,18-29,F,22413.64
64862,Sur,18,18-29,F,16072.15
64863,Sur,16,50+,M,17055.82
64864,Sur,11,30-49,M,24379.29
64865,Norte,7,18-29,F,21141.65
64866,Norte,1,50+,F,21381.91
64867,Norte,2,50+,F,28107.4
64868,Sur,17,30-49,F,24210.84
64869,Norte,4,30-49,M,30200.37
64870,Norte,4,18-29,M,17046.06
64871,Norte,7,18-29,F,20309.76
64872,Sur,9,50+,M,16583.95
64873,Sur,16,18-29,F,18546.42
64874,Norte,1,30-49,F,29536.15
64875,Sur,13,30-49,F,27429.56
64876,Norte,5,18-29,M,22601.5
64877,Norte,8,18-29,F,28289.25
64878,Sur,12,50+,F,19578.05
64879,Sur,12,30-49,M,15833.69
64880,Sur,10,18-29,F,23000.63
64881,Sur,17,50+,F,21434.88
64882,Norte,7,18-29,F,19557.68
64883,Sur,18,18-29,F,14613.85
64884,Norte,3,18-29,F,24488.92
64885,Sur,12,30-49,F,29295.24
64886,Sur,20,30-49,M,19126.18
64887,Norte,7,30-49,M,38094.06
64888,Norte,3,50+,F,27821.31
64889,Sur,15,30-49,M,22387.56
64890,Norte,6,18-29,M,23546.23
64891,Sur,20,30-49,F,20571.52
64892,Norte,7,50+,F,19290.13
64893,Norte,5,18-29,M,22514.1
64894,Sur,14,18-29,M,13782.79
64895,Norte,5,30-49,F,26073.16
64896,Sur,10,50+,M,20202.71
64897,Norte,1,18-29,F,15066.05
64898,Sur,13,50+,F,19448.49
64899,Norte,5,50+,F,31055.08
64900,Norte,8,50+,M,34969.14
64901,Sur,18,18-29,M,13335.0
64902,Norte,3,18-29,M,28287.14
64903,Norte,6,30-49,F,34617.59
64904,Norte,3,50+,F,19088.79
64905,Sur,13,30-49,F,27798.85
64906,Sur,13,30-49,F,31526.6
64907,Sur,9,30-49,F,19375.86
64908,Sur,13,18-29,M,17720.43
64909,Norte,7,30-49,M,31327.68
64910,Sur,12,30-49,M,17237.93
64911,Norte,3,50+,F,29837.51
64912,Norte,1,18-29,M,19281.88
64913,Sur,14,50+,F,27259.48
64914,Sur,11,50+,M,22726.71
64915,Sur,9,30-49,F,24985.63
64916,Sur,13,50+,M,22071.46
64917,Sur,13,18-29,F,17109.93
64918,Sur,19,18-29,M,10800.61
64919,Sur,18,50+,F,15549.8
64920,Sur,11,30-49,F,23777.28
64921,Norte,1,50+,M,31757.63
64922,Norte,2,30-49,M,29166.03
64923,Sur,14,18-29,F,8484.16
64924,Norte,3,18-29,M,12311.25
64925,Norte,2,18-29,F,17127.98
64926,Norte,2,30-49,M,35512.99
64927,Sur,12,30-49,M,24655.81
64928,Sur,16,18-29,F,18218.34
64929,Norte,2,18-29,M,16961.82
64930,Sur,20,30-49,M,27616.86
64931,Sur,16,50+,F,16164.43
64932,Norte,4,18-29,F,16015.38
64933,Sur,17,50+,M,13013.76
64934,Sur,11,50+,F,16493.25
64935,Sur,15,30-49,M,26998.83
64936,Norte,6,50+,M,25238.04
64937,Norte,4,50+,F,29253.76
64938,Sur,16,50+,M,15295.53
64939,Sur,12,18-29,M,9644.11
64940,Norte,6,50+,M,24001.91
64941,Norte,4,18-29,M,15205.61
64942,Sur,14,18-29,M,11476.14
64943,Norte,7,50+,M,28284.61
64944,Sur,12,18-29,F,14127.84
64945,Sur,10,30-49,M,24151.46
64946,Norte,3,18-29,M,23629.13
64947,Norte,8,30-49,M,30023.78
64948,Sur,9,30-49,F,21137.73
64949,Sur,16,18-29,F,16036.29
64950,Sur,17,50+,M,21383.85
64951,Sur,9,50+,M,22008.04
64952,Norte,4,30-49,M,26952.05
64953,Sur,13,30-49,F,20252.2
64954,Sur,19,50+,F,17604.74
64955,Norte,6,30-49,M,25024.08
64956,Norte,6,50+,F,30932.93
64957,Sur,11,30-49,F,25106.08
64958,Sur,20,18-29,M,15626.55
64959,Sur,10,30-49,M,22092.01
64960,Norte,6,18-29,F,25891.21
64961,Norte,3,50+,M,22706.21
64962,Sur,12,30-49,M,19660.93
64963,Sur,13,50+,F,19826.65
64964,Sur,20,18-29,F,9599.05
64965,Sur,16,18-29,M,11708.27
64966,Norte,5,18-29,M,20069.79
64967,Sur,17,18-29,M,10826.37
64968,Norte,1,30-49,M,27536.59
64969,Norte,5,30-49,F,25724.66
64970,Norte,1,30-49,M,20921.62
64971,Sur,20,30-49,F,30388.25
64972,Norte,8,50+,M,23714.52
64973,Norte,7,30-49,F,32686.35
64974,Norte,2,50+,F,36203.79
64975,Norte,7,30-49,M,33020.96
64976,Norte,7,50+,F,23413.2
64977,Norte,2,50+,F,29999.41
64978,Norte,4,30-49,F,32010.8
64979,Norte,4,50+,F,17454.85
64980,Sur,9,50+,M,14392.87
64981,Sur,18,30-49,F,28534.17
64982,Norte,8,30-49,F,26531.45
64983,Sur,10,18-29,M,14764.68
64984,Sur,11,50+,F,25281.19
64985,Sur,15,30-49,M,24415.01
64986,Sur,14,18-29,F,14398.26
64987,Sur,10,50+,F,16288.53
64988,Sur,10,30-49,M,26960.4
64989,Sur,9,18-29,M,17024.36
64990,Norte,1,18-29,M,18166.32
64991,Sur,10,30-49,M,22406.44
64992,Sur,14,18-29,F,17689.54
64993,Sur,13,30-49,M,21749.01
64994,Norte,3,18-29,F,22163.38
64995,Sur,19,50+,F,15360.97
64996,Norte,4,30-49,F,28186.98
64997,Norte,3,30-49,F,28094.69
64998,Sur,20,50+,M,18008.93
64999,Sur,12,50+,M,28226.92
65000,Norte,1,18-29,M,16666.17
65001,Sur,12,18-29,M,17917.22
65002,Norte,5,50+,F,26074.86
65003,Sur,19,18-29,F,12820.51
65004,Norte,1,30-49,M,25891.84
65005,Sur,16,18-29,F,12633.39
65006,Norte,2,50+,F,21751.05
65007,Norte,3,30-49,F,31550.15
65008,Norte,8,50+,F,26558.96
65009,Sur,15,18-29,F,13806.77
65010,Sur,14,50+,M,22583.91
65011,Sur,13,50+,M,16823.0
65012,Sur,12,50+,M,26790.68
65013,Sur,9,18-29,M,13430.34
65014,Norte,8,50+,F,27353.36
65015,Sur,14,18-29,M,23602.43
65016,Sur,10,30-49,F,25322.92
65017,Sur,19,30-49,F,25165.66
65018,Sur,11,30-49,M,24572.99
65019,Sur,17,18-29,M,14104.39
65020,Sur,14,50+,F,18790.27
65021,Norte,8,18-29,M,11658.4
65022,Norte,1,50+,F,35531.57
65023,Sur,17,18-29,F,18148.37
65024,Sur,10,50+,F,18749.86
65025,Sur,15,50+,F,21312.8
65026,Sur,20,18-29,F,12516.35
65027,Norte,8,30-49,M,27029.58
65028,Sur,14,50+,M,20945.3
65029,Norte,1,30-49,M,29334.67
65030,Sur,13,18-29,F,15953.7
65031,Sur,14,50+,F,16185.49
65032,Sur,20,50+,M,19065.56
65033,Sur,13,50+,M,22278.76
65034,Norte,1,18-29,M,15066.38
65035,Sur,15,18-29,M,9736.75
65036,Norte,1,18-29,F,19341.69
65037,Sur,19,50+,F,18567.22
65038,Norte,4,30-49,F,22399.64
65039,Norte,3,30-49,M,30664.69
65040,Norte,3,30-49,F,31296.67
65041,Sur,20,30-49,M,24541.63
65042,Sur,19,18-29,F,18505.68
65043,Sur,19,18-29,M,14904.09
65044,Sur,11,50+,M,23839.33
65045,Sur,20,50+,M,18854.33
65046,Norte,6,18-29,F,19261.55
65047,Norte,8,30-49,M,25410.41
65048,Norte,8,30-49,F,39179.22
65049,Norte,8,18-29,M,19666.48
65050,Norte,5,50+,M,25909.27
65051,Sur,13,50+,M,23627.45
65052,Sur,10,50+,M,16943.92
65053,Sur,18,50+,F,24518.75
65054,Sur,10,50+,M,16413.64
65055,Norte,7,30-49,M,34632.97
65056,Norte,4,30-49,M,21897.91
65057,Norte,2,50+,M,34536.58
65058,Sur,13,50+,F,24288.57
65059,Sur,13,30-49,M,25259.95
65060,Norte,7,18-29,M,21813.14
65061,Norte,1,50+,F,22059.59
65062,Sur,9,50+,F,19969.17
65063,Sur,12,18-29,F,12706.24
65064,Norte,1,18-29,F,18114.59
65065,Norte,5,50+,F,21816.96
65066,Sur,19,30-49,F,26884.09
65067,Sur,11,30-49,F,24730.81
65068,Sur,15,50+,M,18394.28
65069,Norte,1,18-29,F,18762.96
65070,Sur,13,30-49,F,22388.38
65071,Norte,3,30-49,F,21470.98
65072,Sur,12,18-29,M,8947.01
65073,Norte,3,18-29,M,17823.38
65074,Norte,3,30-49,F,35859.39
65075,Sur,10,18-29,F,11279.25
65076,Sur,10,50+,F,19899.93
65077,Sur,16,50+,F,17579.63
65078,Sur,16,50+,F,17661.59
65079,Norte,1,18-29,M,19871.96
65080,Sur,18,30-49,M,21548.83
65081,Norte,1,50+,F,22906.78
65082,Sur,20,30-49,F,18486.6
65083,Sur,15,18-29,F,22232.06
65084,Sur,14,30-49,M,19973.01
65085,Norte,8,30-49,M,31858.36
65086,Norte,7,30-49,F,25386.78
65087,Norte,5,50+,F,22584.83
65088,Norte,2,18-29,F,25053.03
65089,Sur,18,30-49,M,23477.82
65090,Sur,19,30-49,M,17745.08
65091,Sur,20,30-49,F,33334.01
65092,Norte,4,18-29,M,21601.91
